web,,updated_node_name,unchanged_node_name,old_node_name,species,genus,family,order,class,phylum,kingdom,tiering,feeding,motility,zooplankton,detritus,size_worms_min,size_worms_max,size_heim_max,size_manual_max,og_body_weight,size_max,size_stat,present_in_og_el
stmarks,,,Ostracoda,,NA,NA,NA,NA,Ostracoda,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
kongsfjorden,,,Pycnogonida,,NA,NA,NA,NA,Pycnogonida,Arthropoda,Animalia,t_surf,f_pred,m_fast,1,1,NA,NA,NA,NA,0.01,NA,NA,1
sanak,,,Pycnogonida,,NA,NA,NA,NA,Pycnogonida,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
stmarks,,,Pycnogonid,,NA,NA,NA,NA,Pycnogonida,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Weddell,,,Ammothea carolinensis,,Ammothea carolinensis,Ammothea,Ammotheidae,Pantopoda,Pycnogonida,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,0.5,8,NA,NA,0.17,NA,s_medi,NA
Weddell,,,Colossendeis scotti,,Colossendeis scotti,Colossendeis,Colossendeidae,Pantopoda,Pycnogonida,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,12,25,NA,NA,3.7,NA,s_medi,NA
Weddell,,,Nymphon gracillimum,,Nymphon gracillimum,Nymphon,Nymphonidae,Pantopoda,Pycnogonida,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,1.3,15,NA,NA,0.2,NA,s_medi,NA
Weddell,,,Pentanymphon antarcticum,,Pentanymphon antarcticum,Pentanymphon,Nymphonidae,Pantopoda,Pycnogonida,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,1.3,15,NA,NA,0.00034,NA,s_medi,NA
chengjiang,,,Urokodia aequlais,,aequlais,Urokodia,NA,NA,Thylacocephala,Arthropoda,Animalia,t_surf,f_surf,m_slow,0,1,NA,NA,NA,NA,NA,40,s_medi,NA
burgess,,,Pagetia bootes,,bootes,Pagetia,Eodiscidae,Agnostida,Trilobita,Arthropoda,Animalia,t_surf,f_surf,m_slow,1,1,NA,NA,NA,NA,NA,10,s_medi,1
burgess,,,Peronopsis montis,,montis,Peronopsis,NA,Agnostida,Trilobita,Arthropoda,Animalia,t_pela,f_surf,m_slow,1,1,NA,NA,NA,NA,NA,9,s_medi,1
chengjiang,,Tsunyidiscus aclis,,Tsunyidiscus aclis,aclis,Tsunyidiscus,NA,Agnostida,Trilobita,Arthropoda,Animalia,t_surf,f_surf,m_slow,0,1,NA,NA,NA,NA,NA,7,s_smal,NA
burgess,,,Ptychagnostus praecurrens,,praecurrens,Ptychagnostus,Ptychagnostidae,Agnostida,Trilobita,Arthropoda,Animalia,t_surf,f_surf,m_slow,1,1,NA,NA,NA,NA,NA,10,s_medi,1
burgess,,,Hanburia gloriosa,,gloriosa,Hanburia,Dolichometopidae,Corynexochida,Trilobita,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,NA,NA,NA,NA,NA,35,s_medi,NA
burgess,,,Kootenia burgessensis,,burgessensis,Kootenia,Dorypygidae,Corynexochida,Trilobita,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,0,NA,NA,NA,NA,NA,55,s_medi,NA
burgess,,,Olenoides serratus,,serratus,Olenoides,Dorypygidae,Corynexochida,Trilobita,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,0,NA,NA,NA,NA,NA,90,s_medi,1
burgess,,,Oryctocephalus burgessensis,,burgessensis,Oryctocephalus,Oryctocephalidae,Corynexochida,Trilobita,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,0,NA,NA,NA,NA,NA,25,s_medi,1
burgess,,,Oryctocephalus matthewi,,matthewi,Oryctocephalus,Oryctocephalidae,Corynexochida,Trilobita,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,0,NA,NA,NA,NA,NA,25,s_medi,1
burgess,,,Oryctoecphalus reynoldsi,,reynoldsi,Oryctoecphalus,Oryctocephalidae,Corynexochida,Trilobita,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,0,NA,NA,NA,NA,NA,25,s_medi,1
burgess,,,Parkaspis decamera,,decamera,Parkaspis,Zacanthoididae,Corynexochida,Trilobita,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,0,NA,NA,NA,NA,NA,20,s_medi,1
burgess,,,Chancia palliseri,,palliseri,Chancia,Alokistocaridae,Ptychopariida,Trilobita,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,NA,NA,NA,NA,NA,40,s_medi,1
burgess,,,Ehmaniella burgessensis,,burgessensis,Ehmaniella,Alokistocaridae,Ptychopariida,Trilobita,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,NA,NA,NA,NA,NA,28,s_medi,1
burgess,,,Ehmaniella waptaensis,,waptaensis,Ehmaniella,Alokistocaridae,Ptychopariida,Trilobita,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,NA,NA,NA,NA,NA,28,s_medi,1
burgess,,,Elrathia permulta,,permulta,Elrathia,Alokistocaridae,Ptychopariida,Trilobita,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,NA,NA,NA,NA,NA,25,s_medi,1
burgess,,,Elrathina brevifrons,,brevifrons,Elrathina,Ptychopariidae,Ptychopariida,Trilobita,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,NA,NA,NA,NA,NA,28,s_medi,1
burgess,,,Elrathina crodillerae,,crodillerae,Elrathina,Ptychopariidae,Ptychopariida,Trilobita,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,NA,NA,NA,NA,NA,28,s_medi,1
chengjiang,,,Yunnanocephalus yunnanensis,,yunnanensis,Yunnanocephalus,Yunnanocephalidae,Ptychopariida,Trilobita,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,0,NA,NA,NA,NA,NA,20,s_medi,1
chengjiang,,Eoredlichia intermedia,,Eoredlichia intermedia,intermedia,Eoredlichia,Redlichiidae,Redlichiida,Trilobita,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,0,NA,NA,NA,NA,NA,120,s_medi,1
chengjiang,,,Kuanyangia pusulosa,,pusulosa,Kuanyangia,Redlichiidae,Redlichiida,Trilobita,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,0,NA,NA,NA,NA,NA,50,s_medi,1
burgess,,,Spencella sp,,sp,Spencella,NA,Ptychopariida,Trilobite,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,0,NA,NA,NA,NA,NA,16,s_medi,NA
chengjiang,,,Wutingaspis tingi,,tingi,Wutingaspis,Redlichiidae,Redlichiida,Trilobite,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,NA,NA,NA,NA,NA,15,s_medi,NA
chengjiang,,,Fuxianhuia protensa,,protensa,Fuxianhuia,Fuxianhuiidae,Fuxianhuiida,Yunnanata,Arthropoda,Animalia,t_surf,f_pred,m_slow,0,0,NA,NA,NA,NA,NA,110,s_medi,1
sanak,,,Verrucaria,,NA,NA,Verrucariaceae,Verrucariales,Eurotiomycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Caloplaca,,NA,NA,Teloschistaceae,Teloschistales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Weddell,,,Cylindrotheca closterium,,Cylindrotheca closterium,Cylindrotheca,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Fragilariopsis curta,,Fragilariopsis curta,Fragilariopsis,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Fragilariopsis cylindrus,,Fragilariopsis cylindrus,Fragilariopsis,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Fragilariopsis kerguelensis,,Fragilariopsis kerguelensis,Fragilariopsis,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Fragilariopsis linearis,,Fragilariopsis linearis,Fragilariopsis,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Fragilariopsis nana,,Fragilariopsis nana,Fragilariopsis,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Fragilariopsis obliquecostata,,Fragilariopsis obliquecostata,Fragilariopsis,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Fragilariopsis rhombica,,Fragilariopsis rhombica,Fragilariopsis,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Fragilariopsis ritscheri,,Fragilariopsis ritscheri,Fragilariopsis,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Fragilariopsis separanda,,Fragilariopsis separanda,Fragilariopsis,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Fragilariopsis sublinearis,,Fragilariopsis sublinearis,Fragilariopsis,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Fragilariopsis vanheurckii,,Fragilariopsis vanheurckii,Fragilariopsis,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Fragilariopsis pseudonana,,Fragilariopsis pseudonana,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Nitzschia kerguelensis,,Nitzschia kerguelensis,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Nitzschia lecointei,,Nitzschia lecointei,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Nitzschia neglecta,,Nitzschia neglecta,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Pseudo-Nitzschia heimii,,Pseudo-Nitzschia heimii,Pseudo-nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Pseudo-Nitzschia liniola,,Pseudo-Nitzschia liniola,Pseudo-nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Pseudo-Nitzschia prolongatoides,,Pseudo-Nitzschia prolongatoides,Pseudo-nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Pseudo-Nitzschia subcurvata,,Pseudo-Nitzschia subcurvata,Pseudo-nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sanak,,,Bacillariaceae,,NA,NA,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,SAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Weddell,,Odontella weissflogii,,Odontella weissfloggii,Odontella weissflogii,Odontella,Eupodiscaceae,Centrales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sanak,,,Cocconeis,,NA,NA,Cocconeidaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,SAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Achnanthes,,NA,NA,Achnanthaceae,Mastogloiales,Bacillariophyceae,Bacillariophyta,SAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Weddell,,,Banquisia belgicae,,Banquisia belgicae,Banquisia,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Manguinea fusiformis,,Manguinea fusiformis,Manguinea,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Manguinea rigida,,Manguinea rigida,Manguinea,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sanak,,,Navicula,,NA,NA,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,SAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Weddell,,,Navicula glaciei,,Navicula glaciei,Neidium,Neidiaceae,Naviculales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Navicula schefterae,,Navicula schefterae,Neidium,Neidiaceae,Naviculales,Bacillariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sanak,,,Pleurosigmataceae,,NA,NA,Pleurosigmataceae,Naviculales,Bacillariophyceae,Bacillariophyta,SAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Weddell,,Eucampia antarctica,,Eucampica antarctica,Eucampia antarctica,Eucampia,Biddulphiaceae,Biddulphiales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Chaetoceros bulbosum,,Chaetoceros bulbosum,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Chaetoceros concavicornis,,Chaetoceros concavicornis,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Chaetoceros criophilum,,Chaetoceros criophilum,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Chaetoceros dichaeta,,Chaetoceros dichaeta,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Chaetoceros flexuosum,,Chaetoceros flexuosum,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Chaetoceros neglectum,,Chaetoceros neglectum,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Chaetoceros pelagicus,,Chaetoceros pelagicus,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Chaetoceros socialis,,Chaetoceros socialis,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sanak,,,Chaetoceros,,NA,NA,Chaetocerotaceae,Chaetocerotales,Coscinodiscophyceae,Bacillariophyta,SAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Weddell,,,Corethron criophilum,,Corethron criophilum,Corethron,Corethraceae,Corethrales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Coscinodiscus oculoides,,Coscinodiscus oculoides,Coscinodiscus,Coscinodiscaceae,Coscinodiscales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sanak,,,Coscinodiscus,,NA,NA,Coscinodiscaceae,Coscinodiscales,Coscinodiscophyceae,Bacillariophyta,SAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Weddell,,,Stellarima microtrias,,Stellarima microtrias,Stellarima,Heliopeltaceae,Coscinodiscales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,Actinocyclus utricularis,,Adenocystis utricularis,Actinocyclus actinochilus,Actinocyclus,Hemidiscaceae,Coscinodiscales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Actinocyclus actinochilus,,Actinocyclus actinochilus,Actinocyclus,Hemidiscaceae,Coscinodiscales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Actinocyclus spiritus,,Actinocyclus actinochilus,Actinocyclus,Hemidiscaceae,Coscinodiscales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Azpeitia tabularis,,Azpeitia tabularis,Azpeitia,Hemidiscaceae,Coscinodiscales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Proboscia alata,,Proboscia alata,Proboscia,Rhizosoleniaceae,Rhizosoleniales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Proboscia inermi,,Proboscia inermi,Proboscia,Rhizosoleniaceae,Rhizosoleniales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Proboscia truncata,,Proboscia truncata,Proboscia,Rhizosoleniaceae,Rhizosoleniales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Rhizosolenia antennata,,Rhizosolenia antennata,Rhizosolenia,Rhizosoleniaceae,Rhizosoleniales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sanak,,,Rhizosoleniaceae,,NA,NA,Rhizosoleniaceae,Rhizosoleniales,Coscinodiscophyceae,Bacillariophyta,SAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Thalassiosirales,,NA,NA,NA,Thalassiosirales,Coscinodiscophyceae,Bacillariophyta,SAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Weddell,,,Porosira glacialis,,Porosira glacialis,Porosira,Thalassiosiraceae,Thalassiosirales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Porosira pseudodenticulata,,Porosira pseudodenticulata,Porosira,Thalassiosiraceae,Thalassiosirales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Thalassiosira antarctica,,Thalassiosira antarctica,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Thalassiosira australis,,Thalassiosira australis,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Thalassiosira frenguelliopsis,,Thalassiosira frenguelliopsis,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Thalassiosira gracilis,,Thalassiosira gracilis,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Thalassiosira gracilis expecta,,Thalassiosira gracilis expecta,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Thalassiosira gravida,,Thalassiosira gravida,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Thalassiosira lentiginosa,,Thalassiosira lentiginosa,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Thalassiosira ritscheri,,Thalassiosira ritscheri,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Thalassiosira trifulta,,Thalassiosira trifulta,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weddell,,,Thalassiosira tumida,,Thalassiosira tumida,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Coscinodiscophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sanak,,,Licmophora,,NA,NA,Licmophoraceae,Licmophorales,Fragilariophyceae,Bacillariophyta,SAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Thalassionema nitzschioides,,NA,NA,Thalassionemataceae,Thalassionemales,Fragilariophyceae,Bacillariophyta,SAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Thalassiothrix,,NA,NA,Thalassionemataceae,Thalassionemales,Fragilariophyceae,Bacillariophyta,SAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Weddell,,,Trichotoxon reinboldii,,Trichotoxon reinboldii,Trichotoxon,Thalassionemataceae,Thalassionematales,Fragilariophyceae,Bacillariophyta,SAR,pelagic,primaryproducer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sanak,,,Ditylum brightwellii,,NA,NA,Lithodesmiaceae,Lithodesmiales,Mediophyceae,Bacillariophyta,SAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Weddell,,Compsothyris racovitzae,,Composothyris racovitzae,Compsothyris racovitzae,Compsothyris,Frieleiidae,Rhynchonellida,Articulata,Brachiopoda,Animalia,t_surf,f_susp,m_nmat,0,1,NA,NA,7.705,NA,0.0022,NA,s_medi,NA
Weddell,,,Magellania fragilis,,Magellania fragilis,Magellania,Terebratellidae,Terebratulida,Articulata,Brachiopoda,Animalia,t_surf,f_susp,m_nmat,0,1,NA,NA,10.515,NA,0.082,NA,s_medi,NA
Weddell,,,Magellania joubini,,Magellania joubini,Magellania,Terebratellidae,Terebratulida,Articulata,Brachiopoda,Animalia,t_surf,f_susp,m_nmat,0,1,NA,NA,10.515,NA,0.0022,NA,s_medi,NA
Weddell,,,Liothyrella uva,,Liothyrella uva,Liothyrella,Terebratulidae,Terebratulida,Articulata,Brachiopoda,Animalia,t_surf,f_susp,m_nmat,0,1,2,200,NA,NA,0.085,NA,s_medi,NA
Weddell,,,Liothyrella uva antarctica,,Liothyrella uva antarctica,Liothyrella,Terebratulidae,Terebratulida,Articulata,Brachiopoda,Animalia,t_surf,f_susp,m_nmat,0,1,2,200,NA,NA,0.085,NA,s_medi,NA
chengjiang,,Longtancunella chengjiangensis,,Longtancunella chengiangensis,chengjiangensis,Longtancunella,NA,NA,Chileata?,Brachiopoda,Animalia,t_erec,f_susp,m_nmat,0,1,NA,NA,NA,NA,NA,21,s_medi,NA
Weddell,,,Crania lecointei,,Crania lecointei,Crania,Craniidae,Acrotretida,Inarticulata,Brachiopoda,Animalia,t_surf,f_susp,m_nmat,0,1,NA,NA,1.6965,NA,0.00014,NA,s_medi,NA
burgess,,,Nisusia burgessensis,,burgessensis,Nisusia,Nisusiidae,Kutorginida,Kutorginata,Brachiopoda,Animalia,t_surf,f_susp,m_nmat,1,0,NA,NA,NA,NA,NA,23,s_medi,1
burgess,,,Acrothyra gregaria,,gregaria,Acrothyra,Acrotretidae,Acrotretida,Lingulata,Brachiopoda,Animalia,t_surf,f_susp,m_nmat,1,0,NA,NA,NA,NA,NA,20,s_medi,1
chengjiang,,,Diandongia pista,,pista,Diandongia,Botsfordiidae,Lingulida,Lingulata,Brachiopoda,Animalia,t_surf,f_susp,m_nmat,0,1,NA,NA,NA,NA,NA,12,s_medi,1
chengjiang,,,Heliomedusa orienta,,orienta,Heliomedusa,Disciniidae,Lingulida,Lingulata,Brachiopoda,Animalia,t_surf,f_susp,m_nmat,0,1,NA,NA,NA,NA,NA,22,s_medi,1
chengjiang,,,Lingulellotreta malongensis,,malongensis,Lingulellotreta,Lingulellotretidae,Lingulida,Lingulata,Brachiopoda,Animalia,t_pela,f_susp,m_nmat,0,1,NA,NA,NA,NA,NA,48,s_medi,1
